episode,actor_loss
0,0.0
1,0.0
2,0.0
3,1.2675774805247784
4,5.388877974616157
5,10.641828060150146
6,13.691674709320068
7,15.358728408813477
8,15.7825714747111
9,15.14667002360026
10,14.966077168782553
11,15.789761543273926
12,18.17547082901001
13,18.912193124944512
14,15.924326705932618
15,15.909141063690186
16,19.177006634798918
17,18.311429595947267
18,18.794499969482423
19,19.034389114379884
20,18.991358439127605
21,19.599355220794678
22,20.551540851593018
23,21.533690452575684
24,22.775360107421875
25,22.407928943634033
26,21.527302169799803
27,21.411980152130127
28,22.474560546875
29,22.230807781219482
30,25.168217129177517
31,24.114716000027126
32,24.074420520237513
33,23.560182571411133
34,27.102895259857178
35,26.274511882237025
36,25.413341522216797
37,28.249767430623372
38,28.22275788443429
39,27.19771957397461
40,25.357055187225342
41,27.849908192952473
42,28.4223393201828
43,30.592969621930802
44,30.628657749720983
45,28.747660001118977
46,31.06379270553589
47,28.806412935256958
48,31.62906773885091
49,31.902499771118165
50,32.362901415143696
51,32.16771634419759
52,32.643899281819664
53,33.29070281982422
54,33.209940910339355
55,36.27649203213778
56,33.29698423905806
57,35.34985024588449
58,35.08075952529907
59,36.75545967949761
60,35.06115007400513
61,35.35669708251953
62,38.618692125592915
63,36.47339303152902
64,37.85646014743381
65,39.32652282714844
66,39.439614613850914
67,38.32868766784668
68,37.459068298339844
69,37.61523310343424
70,38.986123402913414
71,39.622595893012154
72,41.91497802734375
73,40.42628161112467
74,41.3433837890625
75,40.81300582885742
76,41.507262229919434
77,41.87217330932617
78,42.75386471218533
79,42.196982065836586
80,42.245087432861325
81,44.93916606903076
82,43.39941733224051
83,43.74367713928223
84,43.5883423941476
85,45.53109550476074
86,44.92474937438965
87,43.40700912475586
88,43.47395896911621
89,44.05964279174805
90,45.000388622283936
91,44.9572811126709
92,44.051710510253905
93,45.007062911987305
94,45.75948715209961
95,45.42496109008789
96,46.74555969238281
97,47.74001693725586
98,45.01644812689887
99,48.532294591267906
100,48.79987335205078
101,46.88707733154297
102,46.02586669921875
103,47.436869621276855
104,49.56666628519694
105,48.948753356933594
106,47.02507019042969
107,50.1826286315918
108,48.85021896362305
109,47.659994397844585
110,50.234545389811196
111,48.63242530822754
112,51.98956952776228
113,50.15840110778809
114,53.57296098981585
115,50.07210159301758
116,55.18753623962402
117,52.595886523907
118,55.08784866333008
119,54.505380630493164
120,56.40081634521484
121,54.042147636413574
122,55.0612530708313
123,55.11542857776988
124,56.136019706726074
125,57.13637590408325
126,57.15178181574895
127,59.08507776260376
128,57.680490493774414
129,59.15051483154297
130,59.03799220493862
131,58.01505915323893
132,61.5819820827908
133,60.64267800071023
134,60.977383083767364
135,62.332677629258896
136,61.91508960723877
137,62.95873705546061
138,62.43357391357422
139,64.50576782226562
140,64.50777608698064
141,66.11818586077008
142,64.87245432535808
143,65.68150583902995
144,64.15219751993816
145,64.35753122965495
146,66.11044120788574
147,64.6173922220866
148,67.77514162930575
149,67.31120045979817
150,67.55351198636569
151,69.63715362548828
152,70.54642486572266
153,69.20036491980919
154,69.18064541286893
155,67.65985616048177
156,72.1414075578962
157,69.46505628313336
158,72.0868900844029
159,70.41787828717914
160,71.3984854561942
161,71.70035483620383
162,72.7062759399414
163,72.06691996256511
164,72.27446746826172
165,74.3606698172433
166,72.02179718017578
167,73.80451032850478
168,73.3533124923706
169,74.58481025695801
170,73.12753041585286
171,74.27142079671223
172,75.55259450276692
173,75.08758068084717
174,76.05426534016927
175,74.9357401529948
176,76.91733805338542
177,76.00648752848308
178,75.32850392659505
179,79.01956176757812
180,75.77264308929443
181,77.46146138509114
182,76.61327743530273
183,78.10235977172852
184,79.1984130859375
185,79.22516741071429
186,77.6189956665039
187,78.73523330688477
188,78.86444600423177
189,81.29779815673828
190,80.04928131103516
191,79.24698066711426
192,81.87460835774739
193,79.63296127319336
194,80.04264831542969
195,80.21878729926215
196,81.38143412272136
197,80.73175266810826
198,79.84981282552083
199,81.82950401306152
200,80.36297225952148
201,83.80890401204427
202,80.96101093292236
203,83.47064819335938
204,82.39997253417968
205,81.51168714250836
206,82.56790415445964
207,82.19613138834636
208,83.3016242980957
209,83.75665719168526
210,83.67014083862304
211,84.41822596958706
