episode,actor_loss
8,11.169363021850586
9,12.666484038035074
10,12.728108406066895
11,14.460606416066488
12,14.553452332814535
13,15.32766342163086
14,15.223791917165121
15,13.701632022857666
16,14.69171667098999
17,16.36609633763631
18,17.625961939493816
19,15.534520467122396
20,15.25850248336792
21,19.14417330423991
22,19.423829714457195
23,16.277343940734863
24,16.49640464782715
25,20.459243456522625
26,21.456480662027996
27,19.396933555603027
28,20.91973654429118
29,21.688090324401855
30,21.548417727152508
31,22.680262565612793
32,26.042928377787273
33,25.613887786865234
34,21.0149720509847
35,23.544248898824055
36,26.124393145243328
37,24.832287788391113
38,23.401668230692547
39,24.839850743611652
40,25.886192957560223
41,26.461479504903156
42,26.5262238184611
43,26.59225622812907
44,28.408803939819336
45,28.228116671244305
46,26.413963317871094
47,25.96229871114095
48,28.914213180541992
49,29.46503314971924
50,29.675446271896362
51,30.856313069661457
52,31.304467731051975
53,30.997051239013672
