episode,reward
0,-306.27263511013416
1,-47.16032083795178
2,-52.961451508432056
3,-48.3524863726395
4,-56.891502238867695
5,-39.45372361654697
6,-43.69152483425803
7,-27.403209475468373
8,-17.49588682290463
9,-23.719042712177238
10,-23.716830592539036
11,-23.98290266820779
12,-24.143433740830552
13,-23.14574532524078
14,-22.589873337916906
